label,original,augmented,method
0,... has virtually no script at all ...,... has practically no script at all...,back_translation
0,"why he was given free reign over this project -- he wrote , directed , starred and produced -- is beyond me .","Why he was given the free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",back_translation
0,the story ... is moldy and obvious .,the story ... is mouldy and obvious.,back_translation
0,"scotland , pa. is a strangely drab romp .","Scotland, Dad's a strange mess.",back_translation
0,better at putting you to sleep than a sound machine .,Better sleep than a sounding machine.,back_translation
0,denzel washington 's efforts are sunk by all the sanctimony .,Dentel washington's efforts are sunk by all the sanctimony.,back_translation
0,"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten ... make that three minutes .","the overall effect is so completely insane that it would have to be bored even to think about staying with it for more, say, ten ... do that three minutes.",back_translation
0,watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .,Watching the film is like reading a portrait of mourning that continues to focus on the journalist who wrote it.,back_translation
0,"a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments .","a free-for-all half-cooked thoughts, clumsyly used visual towers and self-indulgent moments of actor.",back_translation
0,"these are names to remember , in order to avoid them in the future .","These are names to remember, in order to avoid them in the future.",back_translation
0,new best friend should n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .,new best friend should not have gone directly to the video; he should have gone directly to a mystery science theatre 3000 video .,back_translation
0,"it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .","It doesn't help that the film director stephen kazmierski shoot on the video grungy, giving this whole thing a dirty, insipid feeling.",back_translation
0,"the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved .","The story is so absurd that I didn't believe it for a second, despite the best efforts of all involved.",back_translation
0,its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ?,His underlying mythology is a hodgepodge of inconsistencies that ask the question: since when do idiotic entertainment have to be so stupid?,back_translation
0,the film is a travesty of the genre and even as spoof takes itself too seriously .,The film is a parody of the genre and even if the spoof takes itself too seriously.,back_translation
0,disturbingly superficial in its approach to the material .,Surface disturbing in its approach to the material.,back_translation
0,madonna still ca n't act a lick .,Madonna still hasn't acted like a lick.,back_translation
0,"a lousy movie that 's not merely unwatchable , but also unlistenable .","A shabby film that is not only invisible, but also inexhaustible.",back_translation
0,"writhing under dialogue like ` you 're from two different worlds ' and ` tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability .","Writing under dialogue as ""you are from two different worlds"" and ""tonight the good one is a lie and this is who you are,"" this fairy tale filled with schlock strikes new depths of indigenity and predictability.",back_translation
0,"a one-trick pony whose few t&a bits still ca n't save itself from being unoriginal , unfunny and unrecommendable .","a single-end pony of which few bits yet it does not spare to be an original, unpunished and unrecommended.",back_translation
0,"an ungainly , comedy-deficient , b-movie rush job ...","A awkward, comical job, b-movie rush...",back_translation
0,"rather , you 'll have to wrestle disbelief to the ground and then apply the chloroform-soaked handkerchief .","Instead, you will have to fight against unbelief on the ground, then apply the chloroform-coated handkerchief.",back_translation
0,"de niro looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal .","Niro seems boring, murphy recycles murphy, and you mentally add showtime to the Hollywood Dreck stack that represents nothing more than the art of business.",back_translation
0,"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh .","this limp-bender-bender-baller from a beginner director and screenwriter is basically stealing from this 1982's tootsie, forgetting only to keep one laugh.",back_translation
0,"so stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly .","so stupid, so badly designed, so poorly designed, it created new whole levels of ugly.",back_translation
0,but this costly dud is a far cry from either the book or the beloved film .,But this expensive dud is a cry away from either book or the beloved movie.,back_translation
0,"... a haunting vision , with images that seem more like disturbing hallucinations .","... a haunting vision, with images that seem more like disturbing hallucinations.",back_translation
0,"the premise is in extremely bad taste , and the film 's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them .","The premise is of very bad taste, and the supposed perceptions of the film are so badly thought out and substanceless that even a high school student who takes his first class of psychology could dismiss them.",back_translation
0,imagine a really bad community theater production of west side story without the songs .,Imagine a very bad community theatre production of history on the west side without the songs.,back_translation
0,"if shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing ?","If Shayamalan wanted to tell a story about a man who loses his faith, why didn't he just do it, instead of using bad science fiction as a window bandage?",back_translation
0,the story loses its bite in a last-minute happy ending that 's even less plausible than the rest of the picture .,the story loses its bite in a happy last minute ending that is even less plausible than the rest of the image.,back_translation
0,"... too slow , too boring , and occasionally annoying .","...too slow, too boring, and sometimes boring.",back_translation
0,"but here 's the real damn : it is n't funny , either .",But it's the real mess: it's not funny either.,back_translation
0,final verdict : you 've seen it all before .,Final verdict: you've seen everything before.,back_translation
0,lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .,lacks the inspiration of the original and has an inflated plot that extends the running time about 10 minutes after the interest of a child and the patience of an adult.,back_translation
0,and it 's a lousy one at that .,And he's a bad guy.,back_translation
0,"without shakespeare 's eloquent language , the update is dreary and sluggish .","Without the eloquent language of shakespeare, the update is lamentable and slow.",back_translation
0,"... feels as if -lrb- there 's -rrb- a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .","... feels like if -lrb- there is -rrb- a choking leash around your neck for director Nick cassvetes can give him a good, hard yank when he wants you to feel something.",back_translation
0,an ugly-duckling tale so hideously and clumsily told it feels accidental .,"A ugly, stingy tale so hideously and clumsyly says it feels accidental.",back_translation
0,becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .,becomes a bit of a mishmash: a tear gas that does not and a thriller that does not.,back_translation
0,this pathetic junk is barely an hour long .,This pathetic junk lasts barely an hour.,back_translation
0,the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,The scenes of the irwins are fascinating; the film as a whole is a cheap junk and an insult to their efforts of death.,back_translation
0,"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .","It's a scary vanity movie that, without a doubt, pays what the miramax debt felt they owed to benigni.",back_translation
0,"i 've never seen -lrb- a remake -rrb- do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ...","I've never seen -lrb- a remake -rrb- do anything as gastric as the way Adam Sandler new movie rapes, looting and incinerating capra classic frank ...",back_translation
0,the master of disguise is awful .,The master of disguise is terrible.,back_translation
0,"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling .","the three conduits produce adequate performance, but what lacks this material is any depth of sensation.",back_translation
0,the most surprising thing about this film is that they are actually releasing it into theaters .,The most surprising thing about this film is that they actually release it in theatres.,back_translation
0,"no , i hate it .","No, I hate it.",back_translation
0,"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .","The film is like sitting in a downtown coffee shop, overheard a bunch of late-twenty-something about nothing, and desperately wish you could change tables.",back_translation
0,"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment .","If you are over 25, have an iq over 90, and have a driver's license, you should be able to find better entertainment.",back_translation
0,"... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !","... a plot that 'is as raw as the two-day-old porridge... the filmmakers' patons, sad to say, were throughout this ``non-portable'' project!",back_translation
0,"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .","lots of effort and intelligence are highlighted, but in execution it is all embarrassing, static, and lifeless rumbling.",back_translation
0,as pedestrian as they come .,As pedestrians as they come.,back_translation
0,"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .","cast by too much indulgence of scene-choice, teeth-grinding the actor.",back_translation
0,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .","From time to time, a movie reminds us how bad a movie can really be.",back_translation
0,there 's not one decent performance from the cast and not one clever line of dialogue .,There is not a decent performance of distribution and not a smart dialogue line.,back_translation
0,"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .","supersex, sometimes overworked comedy\/drama that offers little insight into the experience of being forty, woman and single.",back_translation
0,"offers no new insight on the matter , nor do its characters exactly spring to life .","does not offer any new insight into the issue , nor does its characters come exactly to life .",back_translation
0,"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .","with fully predictable land, you will swear that you have seen everything before, even if you have never come less than a mile from the longest court.",back_translation
0,"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .","jokes are sophomorical, stereotypes are scattered everywhere and the act goes from bad to bodace.",back_translation
0,"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .","It's a fragmented movie, once a good idea that was followed by the wrong idea to turn it into a movie.",back_translation
0,"it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .","It's just stupid, unimportant and deeply, really, without cynical background.",back_translation
0,"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .","the film almost completely lacks suspense, surprise and constant emotional conviction.",back_translation
0,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon\/bourne or his predicament .","characters are so generic and the plot so clumsy that even as killer thugs working for the boss of the cooperative chris agency get closer on the resourceful amnesia, we do not feel much for daton\/bourne or its difficult situation.",back_translation
0,like a can of 2-day old coke .,Like a two-day coke box.,back_translation
0,"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't .","Yes, I guess it's lovely that Cal is working on his problems with his father and getting along with his perfect image life -- but the world traveller gave me no reason to worry about it, so I didn't.",back_translation
0,it 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,It's a drag how Nettelbeck sees working women -- or at least that working woman -- for whom she shows little understanding.,back_translation
0,nothing about this movie works .,Nothing about this movie works.,back_translation
0,"hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?","Hey, everybody, you want to watch a movie in which a guy dressed like a children's party clown gets violently raped?",back_translation
0,a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,a decided lack of spontaneity in his execution and a lack of real control in his epiphanies.,back_translation
0,"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .","Not only are the sopranos gags of the film incredibly dated and clumsy, but they also show how desperate the makers of this suite `we are - do - for - the caisse ' were.",back_translation
0,"a rip-off twice removed , modeled after -lrb- seagal 's -rrb- earlier copycat under siege , sometimes referred to as die hard on a boat .","a tearing twice removed, modelled after -lrb- seagal 's -rrb- anterior copier under seat, sometimes called death hard on a boat.",back_translation
0,but the movie that does n't really deliver for country music fans or for family audiences,but the film that doesn't really deliver for country music fans or for the family audience,back_translation
0,"no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .","No French were injured in the production of this film, but they were insulted and the public was subjected to torture for an hour and a half.",back_translation
0,amazingly lame .,Surprisingly lame.,back_translation
0,not even felinni would know what to make of this italian freakshow .,Even Felinni wouldn't know what to do with this Italian monster.,back_translation
0,"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .","a sadly boring, redundant concept that bears more than a burst of exploitation, despite iwai's brazen empathy.",back_translation
0,"enough said , except : film overboard !","Suffice to say, except: film overboard!",back_translation
0,... a weak and ineffective ghost story without a conclusion or pay off .,...a weak and inefficient ghost story without conclusion or paying.,back_translation
0,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,suffers from a lack of clarity and audacity that such a monstrous and pathetic subject as dahmer demands.,back_translation
0,it 's not a motion picture ; it 's an utterly static picture .,It's not a film; it's a totally static film.,back_translation
0,it 's probably not easy to make such a worthless film ...,It's probably not easy to make such a useless movie...,back_translation
0,"i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .","I went back to the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",back_translation
0,"in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .","In the end, the peat film down in insignificance, saying nothing about Kennedy's assassination and revealing nothing about the pathology he claims to investigate.",back_translation
0,an infuriating film .,It's a nourishing film.,back_translation
0,"seagal ran out of movies years ago , and this is just the proof .","Seagal ran out of movies years ago, and that's just proof.",back_translation
0,"soulless and -- even more damning -- virtually joyless , xxx achieves near virtuosity in its crapulence .","Without soul and -- even more damning -- practically without joy, xxx reaches near virtuosity in his crapulence.",back_translation
0,"while the story is better-focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .","while the story is better centered than the incomprehensible rice novel that it is based on, the queen of the damned is a useless celebration, meandering of the goth-vampire, tortured ill-is-my lifestyle.",back_translation
0,"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .","The biggest problem with roger avary 's uproar against the mpaa is that, even in all his films of the cut glory of his director, he made a movie that's barely shocking, barely interesting and especially, barely nothing.",back_translation
0,it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,It shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there is a little girl-on-daughter action.,back_translation
0,that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,Such a horrible film could have come out of such a big one is one of the worst cinematographic tragedies of the year.,back_translation
0,it 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .,It is always disappointing when a documentary fails to live up to - or offer a new overview of - its chosen theme.,back_translation
0,you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,You can be messed up that you wasted almost two hours of your precious life with this stupid little puddle of a movie.,back_translation
0,the movie is a desperate miscalculation .,the film is a desperate calculation error.,back_translation
0,what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .,what finally makes wind talkers a disappointment is the superficial way he deals with his history.,back_translation
0,"once one experiences mr. haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .","Once one feels Mr. Hanneke's own sadistic tendencies towards his audience, one is left with a bitter taste in his mouth, and few others.",back_translation
0,most of the storylines feel like time fillers between surf shots .,Most stories feel like fillers of time between the surf blows.,back_translation
0,what might have been acceptable on the printed page of iles ' book does not translate well to the screen .,what might have been acceptable on the printed page of the island book does not translate well on the screen.,back_translation
0,"mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .","mckay shows surprisingly little curiosity about, or is ill equipped to examine, the inner life of the characters in his film, much less incorporate them into his narrative.",back_translation
0,"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .","What we have is a character faced with the possibility that his life is meaningless, empty and devoid of substance, in a film that is definitely meaningless, empty and devoid of substance.",back_translation
0,"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .","for all its glimpses of the dream world of adolescent life, and its electronic expression through cyber culture, the film does not give a quarter to anyone seeking to draw a cohesive story from its 2 1\/2 - hour of operation.",back_translation
0,"cold , sterile and lacking any color or warmth .","cold, sterile and lack of color or heat.",back_translation
0,"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .","A video ""girls gone crazy"" for the crowd of the boho art house, the burning sensation is not a definitive countercultural document - its manufacturers are not taken away and curious enough for that.",back_translation
0,men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .,men in black ii reaches the ultimate importance - it is the show of science fiction comedy as epic of whaffle-ball.,back_translation
0,there 's nothing to gain from watching they .,There's nothing to gain from watching them.,back_translation
0,stay away .,Stay away from me.,back_translation
0,"should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie .","should not have been allowed to use the word '`new'' in his title, because 'there is no original character, siuation or joke in the whole film.",back_translation
0,get out your pooper-scoopers .,Get your robbers out of here.,back_translation
0,... overly melodramatic ...,...too melodramatic...,back_translation
0,"in all the annals of the movies , few films have been this odd , inexplicable and unpleasant .","In all the annals of the films, few films have been this strange, inexplicable and unpleasant.",back_translation
0,highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .,very uneven and inconsistent ... margarita happy hour looks a little like the margaritas el cheapo served inside.,back_translation
0,"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .","The effort is sincere and the results are honest, but the film is so dark that it is barely observable.",back_translation
0,a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,a cheap scam set up by a few cynical crawlers in the revolution studios and imagine the entertainment to make the suckers there make $9 and 93 minutes of life unrecoverable.,back_translation
0,there 's not a comedic moment in this romantic comedy .,There's no time for comedy in this romantic comedy.,back_translation
0,marinated in clichés and mawkish dialogue .,marinated in clichés and mawkish dialogue.,back_translation
0,"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .","this film, a certain scene in particular, has brought me incomfortably close to losing my lunch.",back_translation
0,a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,A rumor of angels is not only slipping -- it avalanches into the forced blur.,back_translation
0,never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,Never capitalize on this concept and opt for the brevity and amateur feeling of a special after school on the subject of tolerance.,back_translation
0,"collateral damage is trash , but it earns extra points by acting as if it were n't .","collateral damage is a trash, but it gains extra points by acting as if it wasn't.",back_translation
0,"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .","Confounding his message with an ultimate desire to please, and contortioning one another in an idea of waiting is the last thing each of these three actresses, or their characters, deserve.",back_translation
0,this franchise has not spawned a single good film .,This franchise didn't produce a single good film.,back_translation
0,makes 98 minutes feel like three hours .,makes 98 minutes feel like three hours.,back_translation
0,an almost unbearably morbid love story .,An almost unbearable and morbid love story.,back_translation
0,a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,a wicked spirit movie made by someone who probably read the catcher in the rye but clearly suffers from dyslexia,back_translation
0,"in other words , it 's badder than bad .","In other words, it's worse than bad.",back_translation
0,"a tired , predictable , bordering on offensive , waste of time , money and celluloid .","fatigue, predictable, bordering the offensive, waste of time, money and celluloid.",back_translation
0,there 's no disguising this as one of the worst films of the summer .,There's no way to disguise it as one of the worst movies of the summer.,back_translation
0,a lame comedy .,A lame comedy.,back_translation
0,bad movie .,Bad movie.,back_translation
0,the film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .,The film retraces several old themes and is tainted by extreme useless -- it is incredibly violent and very graphic.,back_translation
0,an undistinguished attempt to make a classic theater piece cinematic .,an unwavering attempt to make a classic cinematic play.,back_translation
0,it 's pauly shore awful .,It's terrible on the ground.,back_translation
0,"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .","an inept, tedious pouf of the 70s kung fu images, it contains almost enough chamfers for a sketch of three minutes, and no more.",back_translation
0,"to be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for god 's sake !","to be influenced mainly by the greatest shame of humanity, reality shows -- reality shows for God's sake!",back_translation
0,"take away the controversy , and it 's not much more watchable than a mexican soap opera .","To remove controversy, and it's not much more observable than a Mexican soap opera.",back_translation
0,you expect more from director michael apted -lrb- enigma -rrb- and screenwriter nicholas kazan -lrb- reversal of fortune -rrb- than this cliche pileup .,you expect more from the able-bodied michael director -lrb- enigma -rrb- and scriptwriter nicholas kazan -lrb- inversion of fortune -rrb- than this stacked cliché.,back_translation
0,director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,director jay Russell weighs his capricious fairy tale with a heavy feeling and light sense.,back_translation
0,what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted .,It's such a shame that a director as talented as chen kaige chose to make his debut in the English language with a film so badly plotted and staged.,back_translation
0,"a dull , inconsistent , dishonest female bonding picture .","an image of dull, incoherent, dishonest female collage.",back_translation
0,in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .,"compared to his previous films, he seems a disappointingly thin slice of lower-class London; despite the title ... rises surprisingly little.",back_translation
0,the script was reportedly rewritten a dozen times -- either 11 times too many or else too few .,"the script would have been rewritten a dozen times -- 11 times too much, or too little.",back_translation
0,"if we 're to slap protagonist genevieve leplouff because she 's french , do we have that same option to slap her creators because they 're clueless and inept ?","If we want to slap the protagonist genevieve leplouff because she is French, do we have the same option to slap her creators because they are implausible and inept?",back_translation
0,was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?,Was this film nothing more than a tipid exercise by trotting a formula that worked five years ago but that has since lost its fizz?,back_translation
0,"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential .","a remake cellophane-pop from the classic punk ladies and gentlemen, fabulous spots... the crossroads is never much worse than fad or better than without consequence.",back_translation
0,this movie is about the worst thing chan has done in the united states .,This movie is about the worst thing that chan did in the United States.,back_translation
0,the ya-ya 's have many secrets and one is - the books are better .,The ya-ya have a lot of secrets and one of them is - the books are better.,back_translation
0,we 've liked klein 's other work but rollerball left us cold .,We liked Klein's other work but rollerball left us cold.,back_translation
0,"a markedly inactive film , city is conversational bordering on confessional .","A highly inactive film, the city is conversational bordering the confessional.",back_translation
0,... a bland murder-on-campus yawner .,...a murder joker on campus.,back_translation
0,feels more like a rejected x-files episode than a credible account of a puzzling real-life happening .,feels more like an episode of rejected x-files than a credible account of a disconcerting real life that is happening.,back_translation
0,"if hill is n't quite his generation 's don siegel -lrb- or robert aldrich -rrb- , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and cliché .","If the hill is not quite its generation does sit -lrb- or robert aldrich -rrb-, it is because there is no discernable sensation under the hair of the chest; it is all bluster and cliché.",back_translation
0,irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,irwin and his director have never found an adequate reason to pay the money for what we can get free on television.,back_translation
0,`` abandon '' will leave you wanting to abandon the theater .,``abandonment '' will let you want to abandon the theatre.,back_translation
0,the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .,The film does not portray its literally talented and notorious subject as something much more than an old dirty man.,back_translation
0,"a vile , incoherent mess ... a scummy ripoff of david cronenberg 's brilliant ` videodrome . '","an abhorrent, incoherent disorder ... a snoring of david cronenberg 's brilliant ` Videodrome. '",back_translation
0,"what 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .","What is most offensive is not the waste of a good casting, but the rejection of the film of sincere pain and mourning in favor of false spiritualism.",back_translation
0,collapses after 30 minutes into a slap-happy series of adolescent violence .,collapses after 30 minutes in a slap-happy series of adolescent violence.,back_translation
0,"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .","a surprisingly flat stretch, hobbled by half-cooked settings and slow pating.",back_translation
0,"muddled , melodramatic paranormal romance is an all-time low for kevin costner .","muddy, melodramatic paranormal romance is a low of all time for kevin costner.",back_translation
0,"to the civilized mind , a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement .","to the civilized mind, a film as ballistic: ecks vs. sever is more a test than an entertainment.",back_translation
0,"my precious new star wars movie is a lumbering , wheezy drag ...","My precious new star war movie is a logger, wheezy drag ...",back_translation
0,"a dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .","A boring, simple and stereotypical story of drugs, death and mental indifference in the streets of downtown.",back_translation
0,"the heedless impetuousness of youth is on full , irritating display in -lrb- this -rrb- meandering and pointless french coming-of-age import from writer-director anne-sophie birot .","the impetuous impetuousness of the youth is in full exposure, irritating in -lrb- ce -rrb- mandering and vain French import of the age of the writer-director anne-sophie birot.",back_translation
0,"a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .","a low-budget business, the tadpole was shot on digital video, and the images often seem tangled and blurred, at the point of distraction.",back_translation
0,the story 's pathetic and the gags are puerile . .,history is pathetic and gags are childish . .,back_translation
0,the sweetest thing leaves a bitter taste .,the sweetest thing leaves a bitter taste.,back_translation
0,maid in manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .,The manhattan maid proves that changing sheets is easier than changing hackneyed concepts when it comes to dreaming of romantic comedies.,back_translation
0,"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .","the misery of these people becomes just another voyeuristic spectacle, to consume and forget.",back_translation
0,"even if you 're an elvis person , you wo n't find anything to get excited about on this dvd .","Even if you're an elvish person, you don't find anything to get upset about that dvd.",back_translation
0,"behind the glitz , hollywood is sordid and disgusting .","Behind the straw, the Hollywood is sordid and disgusting.",back_translation
0,"an awful lot like one of -lrb- spears ' -rrb- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .","a horrible lot like one of the -lrb- lances ' -rrb- music videos in the content -- except that it continues for at least 90 more minutes and, worse, you have to pay if you want to see it.",back_translation
0,stale and clichéd to a fault .,stales and clichés with a defect .,back_translation
0,i still want my money back .,I still want my money back.,back_translation
0,"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest ` tron ' anderson , seems entirely improvised .","person involved, save dash, shows the slightest ability to act, and the script, credited to the director abdul malik abbott and ernest `tron' anderson, seems entirely improvised.",back_translation
0,the cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge .,the cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative stuff comes out of the video that he took a family vacation for stonehenge.,back_translation
0,"` punch-drunk love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '","`Punch-drunk love is so convinced of its own brilliance that, if it was a person, you 'want to break his face in . '",back_translation
0,a sentimental mess that never rings true .,A sentimental disorder that never sounds true.,back_translation
0,"the only problem is that , by the end , no one in the audience or the film seems to really care .","The only problem is that, at the end, nobody in the audience or the movie really seems to be worrying.",back_translation
0,it 's that painful .,It's so painful.,back_translation
0,"if ever such a dependable concept was botched in execution , this is it .","If ever such a reliable concept has been sloppy in execution, it is it.",back_translation
0,terminally brain dead production .,terminal production of dead brains.,back_translation
0,the movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .,The film suffers from two deadly ills -- a lack of vitality and a history that is formless and uninfluenced.,back_translation
0,distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,distinctly sub-by ... more likely to drown a spectator in boredom than to send chills into his spine.,back_translation
0,it 's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow .,It is a shame that history and its underlying themes... seem ultimately so impersonal or even shallow.,back_translation
0,"i liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .","I liked the original news, but this movie, even at an hour and twenty-a- few minutes, is too long and it's not going anywhere.",back_translation
0,"it 's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name .","It's the kind of under-inspired, dazzling business that gives Hollywood's sequels a bad name.",back_translation
0,"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .","the film is so complicated, unsensitive and formula that, come to think about it, the shelf of a day would be a more appropriate place to store it.",back_translation
0,"eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .","Finally, they will have a showdown, but, by then, your senses are as muscular as the peas and you don't care who pulls the winning shot.",back_translation
